iter	Passed	Remaining
1955	1431	32
1956	1431	31
1957	1432	30
1958	1433	29
1959	1434	29
1960	1435	28
1961	1435	27
1962	1436	27
1963	1437	26
1964	1437	25
1965	1438	24
1966	1439	24
1967	1440	23
1968	1441	22
1969	1441	21
1970	1442	21
1971	1443	20
1972	1444	19
1973	1444	19
1974	1445	18
1975	1446	17
1976	1447	16
1977	1447	16
1978	1454	15
1979	1456	14
1980	1457	13
1981	1457	13
1982	1458	12
1983	1459	11
1984	1460	11
1985	1460	10
1986	1461	9
1987	1462	8
1988	1462	8
1989	1463	7
1990	1464	6
1991	1464	5
1992	1465	5
1993	1467	4
1994	1468	3
1995	1469	2
1996	1470	2
1997	1470	1
1998	1471	0
1999	1472	0
