iter	RMSE
1666	47.18013627
1667	47.1641386
1668	47.15274681
1669	47.15258798
1670	47.14574486
1671	47.1442098
1672	47.14367281
1673	47.1434928
1674	47.13999441
1675	47.12938064
1676	47.12889133
1677	47.12710478
1678	47.12645099
1679	47.12628572
1680	47.12615114
1681	47.12592288
1682	47.12489231
1683	47.1175002
1684	47.10226617
1685	47.10080459
1686	47.10059378
1687	47.10031402
1688	47.10025518
1689	47.09995737
1690	47.07384265
1691	47.03930498
1692	47.03761576
1693	47.03335266
1694	47.03259869
1695	47.0324905
1696	47.03057947
1697	47.02883307
1698	47.02879728
1699	47.02476165
1700	47.01982221
1701	47.01712466
1702	47.01213531
1703	47.0044187
1704	47.00388623
1705	47.00181187
1706	46.99527165
1707	46.97016408
1708	46.96265724
1709	46.95730874
1710	46.95720877
1711	46.907061
1712	46.88774771
1713	46.88122859
1714	46.88110254
1715	46.87423603
1716	46.84693224
1717	46.83880836
1718	46.83835382
1719	46.83728325
1720	46.83379687
1721	46.82595067
1722	46.81640365
1723	46.81334328
1724	46.77552699
1725	46.77080214
1726	46.75958281
1727	46.7575975
1728	46.75433951
1729	46.75250028
1730	46.75064593
1731	46.74089239
1732	46.7366394
1733	46.7262441
1734	46.72614569
1735	46.69944738
1736	46.69093401
1737	46.68668372
1738	46.67873256
1739	46.67002663
1740	46.66343288
1741	46.65537593
1742	46.65212144
1743	46.65195826
1744	46.6489571
1745	46.64657023
1746	46.64519776
1747	46.64174888
1748	46.63385816
1749	46.63232608
1750	46.62711762
1751	46.61830256
1752	46.6181389
1753	46.60914007
1754	46.60063052
1755	46.59569513
1756	46.5904364
1757	46.58996278
1758	46.56295507
1759	46.55378159
1760	46.55331191
1761	46.55260114
1762	46.54263529
1763	46.54253459
1764	46.54233976
1765	46.53955125
1766	46.53920733
1767	46.5386728
1768	46.52064664
1769	46.51481088
1770	46.51248709
1771	46.50976109
1772	46.50407264
1773	46.49052031
1774	46.43793172
1775	46.43368979
1776	46.43050063
1777	46.42658226
1778	46.42196012
1779	46.41889854
1780	46.41655377
1781	46.41632336
1782	46.41539655
1783	46.41532535
1784	46.41140573
1785	46.4111096
1786	46.40104317
1787	46.40092723
1788	46.39238241
1789	46.38485275
1790	46.38475174
1791	46.38347586
1792	46.35950641
1793	46.35850757
1794	46.35825712
1795	46.35455
1796	46.35335724
1797	46.35161577
1798	46.3515046
1799	46.34422205
1800	46.34115503
1801	46.33902226
1802	46.33639903
1803	46.33533407
1804	46.32781745
1805	46.31701729
1806	46.31648882
1807	46.31032518
1808	46.29092467
1809	46.29073006
1810	46.29055147
1811	46.29042138
1812	46.28834073
1813	46.27051224
1814	46.27047021
1815	46.26945325
1816	46.26637566
1817	46.24920432
1818	46.24729522
1819	46.22393663
1820	46.22358937
1821	46.22344737
1822	46.22215429
1823	46.22029496
1824	46.21492735
1825	46.20310329
1826	46.20286679
1827	46.20177346
1828	46.20160267
1829	46.19163676
1830	46.19160257
1831	46.1793305
1832	46.17916883
1833	46.17285228
1834	46.16986499
1835	46.166741
1836	46.16662224
1837	46.16276859
1838	46.1594315
1839	46.15162383
1840	46.14287407
1841	46.14247769
1842	46.14229971
1843	46.13727007
1844	46.13631827
1845	46.12619676
1846	46.1106589
1847	46.10894316
1848	46.10080455
1849	46.09970822
1850	46.09789269
1851	46.08955168
1852	46.08684432
1853	46.06831045
1854	46.0553264
1855	46.05376148
1856	46.04808249
1857	46.04008371
1858	46.039937
1859	46.0390787
1860	46.03796744
1861	46.03763782
1862	46.02955522
1863	46.02542373
1864	46.02357352
1865	46.01306202
1866	46.01301533
1867	46.01006547
1868	46.00765965
1869	45.99566986
1870	45.99453765
1871	45.99314588
1872	45.98988524
1873	45.98976665
1874	45.98960208
1875	45.97862984
1876	45.97799288
1877	45.96710532
1878	45.9643362
1879	45.9611038
1880	45.93752533
1881	45.93733999
1882	45.93336851
1883	45.93331789
1884	45.93324744
1885	45.91488406
1886	45.91282575
1887	45.90872867
1888	45.90855964
1889	45.90793611
1890	45.90685593
1891	45.89030477
1892	45.88767217
1893	45.88748804
1894	45.88582822
1895	45.88238902
1896	45.87863691
1897	45.85980583
1898	45.83968251
1899	45.83218123
1900	45.8290466
1901	45.82831227
1902	45.82267171
1903	45.81820299
1904	45.81780705
1905	45.81659794
1906	45.81270036
1907	45.80597141
1908	45.80306497
1909	45.80288272
1910	45.80228875
1911	45.80103407
1912	45.79789103
1913	45.79373292
1914	45.78653097
1915	45.78542614
1916	45.78464042
1917	45.77973373
1918	45.77888703
1919	45.77786462
1920	45.77773767
1921	45.7764231
1922	45.77523126
1923	45.77071294
1924	45.76627287
1925	45.7446573
1926	45.73901418
1927	45.73449289
1928	45.73197612
1929	45.70907098
1930	45.70869319
1931	45.70362192
1932	45.70301824
1933	45.69990966
1934	45.69748705
1935	45.69692902
1936	45.69497653
1937	45.67701763
1938	45.6757843
1939	45.67575179
1940	45.67503598
1941	45.67424041
1942	45.66752853
1943	45.65744144
1944	45.64497694
1945	45.64377832
1946	45.60396205
1947	45.60387831
1948	45.60368816
1949	45.60236622
1950	45.58431232
1951	45.5815955
1952	45.58133784
1953	45.580574
1954	45.57540283
1955	45.55501322
1956	45.54964765
1957	45.54931337
1958	45.53537704
1959	45.52022388
1960	45.51994734
1961	45.51925032
1962	45.51665463
1963	45.47157757
1964	45.46804168
1965	45.46769352
1966	45.46758058
1967	45.46656475
1968	45.46063326
1969	45.45970886
1970	45.44921955
1971	45.4479746
1972	45.44783556
1973	45.44079872
1974	45.44056582
1975	45.43609865
1976	45.43314737
1977	45.41725256
1978	45.41342023
1979	45.4089587
1980	45.40185751
1981	45.40135211
1982	45.40057813
1983	45.39712826
1984	45.39658688
1985	45.39622899
1986	45.39110577
1987	45.38327246
1988	45.37221656
1989	45.37178811
1990	45.36887705
1991	45.36721502
1992	45.35565293
1993	45.35553035
1994	45.3554373
1995	45.35522659
1996	45.3536367
1997	45.3393179
1998	45.3391494
1999	45.33904391
